"Alte URL";"Neue Ziel-URL";"Redirect-Typ";"Live-Status";"Live-Location";"Finale URL";"Begruendung";"Hinweis"
"https://www.ahad-cleaning.de/bauschlussreinigung";"https://www.ahad-cleaning.de/leistungen/baureinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/baureinigung";"https://www.ahad-cleaning.de/leistungen/baureinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/bauschlussreinigung/";"https://www.ahad-cleaning.de/leistungen/baureinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/baureinigung";"https://www.ahad-cleaning.de/leistungen/baureinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/das-sind-wir";"https://www.ahad-cleaning.de/unternehmen";"301";"301";"https://www.ahad-cleaning.de/unternehmen";"https://www.ahad-cleaning.de/unternehmen";"Alte Unternehmensseite auf aktuelle Unternehmensseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/das-sind-wir/";"https://www.ahad-cleaning.de/unternehmen";"301";"301";"https://www.ahad-cleaning.de/unternehmen";"https://www.ahad-cleaning.de/unternehmen";"Alte Unternehmensseite auf aktuelle Unternehmensseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/industriereinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/industriereinigung/";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/produktionsreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/produktionsreinigung/";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/maschinenreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/maschinenreinigung/";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/industrie-und-maschinenreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/industrie-und-maschinenreinigung/";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"https://www.ahad-cleaning.de/leistungen/industrie-produktionsreinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/medizintechnik";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/medizintechnik/";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/medizintechnikreinigung";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/medizintechnikreinigung/";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"301";"301";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"https://www.ahad-cleaning.de/leistungen/medizintechnik-reinigung";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/sonderreinigung";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"301";"301";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/sonderreinigung/";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"301";"301";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/grundreinigung";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"301";"301";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/grundreinigung/";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"301";"301";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"https://www.ahad-cleaning.de/leistungen/sonderreinigung-stillstandsservice";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/winterdienst";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"301";"301";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/winterdienst/";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"301";"301";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/hausmeisterservice";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"301";"301";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/hausmeisterservice/";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"301";"301";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"https://www.ahad-cleaning.de/leistungen/winterdienst-hausmeisterservice";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/lueftungsreinigung";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"301";"301";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/lueftungsreinigung/";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"301";"301";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/kuechenabluftreinigung";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"301";"301";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/kuechenabluftreinigung/";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"301";"301";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"https://www.ahad-cleaning.de/leistungen/kuechenabluftreinigung-vdi-2052";"Legacy-Leistungs-URL auf thematisch passende kanonische Leistungsseite konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/online-buchung";"https://www.ahad-cleaning.de/kontakt";"301";"301";"https://www.ahad-cleaning.de/kontakt";"https://www.ahad-cleaning.de/kontakt";"Alte Buchungsseite auf aktuellen Kontaktweg konsolidieren";"wie konfiguriert"
"https://www.ahad-cleaning.de/online-buchung/";"https://www.ahad-cleaning.de/kontakt";"301";"301";"https://www.ahad-cleaning.de/kontakt";"https://www.ahad-cleaning.de/kontakt";"Alte Buchungsseite auf aktuellen Kontaktweg konsolidieren";"wie konfiguriert"
