"URL";"Seitentyp";"HTTP-Status";"Finale URL";"Redirectkette";"Canonical";"Indexierungsstatus";"Title";"Meta Description";"H1";"Wortanzahl";"Interne Linkziele";"Strukturierte Daten";"Organischer Zweck";"Conversion-Ziel";"Moegliche Ziel-URL";"Hinweise"
"https://www.ahad-cleaning.de/branchen";"Branchenuebersicht";"200";"https://www.ahad-cleaning.de/branchen";"200 https://www.ahad-cleaning.de/branchen";"https://ahad-cleaning.de/branchen";"indexierbar";"Branchenlösungen für Gebäudereinigung | AHAD Cleaning";"Spezialisierte Reinigungskonzepte für Industrie & Produktion, Medizintechnik, Büro & Verwaltung, Gewerbeobjekte und Hotellerie in Süddeutschland.";"Jede Branche hat ihre eigene Logik.";"174";"27";"BreadcrumbList, ListItem";"Marke/Navigation/Vertrauen";"Besichtigung oder Kontakt";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/branchen/industrie-produktion";"Branchendetail";"200";"https://www.ahad-cleaning.de/branchen/industrie-produktion";"200 https://www.ahad-cleaning.de/branchen/industrie-produktion";"https://ahad-cleaning.de/branchen/industrie-produktion";"indexierbar";"Gebäudereinigung für Industrie & Produktion | AHAD Cleaning";"Industriereinigung im laufenden Betrieb: schichtintegriert, UVV-konform, auditfähig dokumentiert. Für Produktionsbetriebe in Süddeutschland.";"Reinigung, die Ihre Produktion respektiert";"271";"27";"Answer, BreadcrumbList, BusinessAudience, FAQPage, ListItem, Organization, Question, Service";"Branchenloesung B2B";"Besichtigung anfragen";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/branchen/medizintechnik";"Branchendetail";"200";"https://www.ahad-cleaning.de/branchen/medizintechnik";"200 https://www.ahad-cleaning.de/branchen/medizintechnik";"https://ahad-cleaning.de/branchen/medizintechnik";"indexierbar";"Reinigung für Medizintechnik-Unternehmen | AHAD Cleaning";"Auditfähige Reinigung für Medizintechnik und sensible Produktionsbereiche: ISO-konform, nach SOP, lückenlos dokumentiert. Süddeutschland.";"Hygiene-Standards, die Audits bestehen";"249";"27";"Answer, BreadcrumbList, BusinessAudience, FAQPage, ListItem, Organization, Question, Service";"Branchenloesung B2B";"Besichtigung anfragen";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/branchen/buero-verwaltung";"Branchendetail";"200";"https://www.ahad-cleaning.de/branchen/buero-verwaltung";"200 https://www.ahad-cleaning.de/branchen/buero-verwaltung";"https://ahad-cleaning.de/branchen/buero-verwaltung";"indexierbar";"Büroreinigung & Verwaltungsgebäude | AHAD Cleaning";"Zuverlässige Büroreinigung für Unternehmen und Verwaltungen: feste Teams, planbare Qualität, digitale Nachweise. Villingen-Schwenningen, Stuttgart, Konstanz.";"Büros, die jeden Tag einen guten Eindruck machen";"257";"27";"Answer, BreadcrumbList, BusinessAudience, FAQPage, ListItem, Organization, Question, Service";"Branchenloesung B2B";"Besichtigung anfragen";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/branchen/gewerbeobjekte";"Branchendetail";"200";"https://www.ahad-cleaning.de/branchen/gewerbeobjekte";"200 https://www.ahad-cleaning.de/branchen/gewerbeobjekte";"https://ahad-cleaning.de/branchen/gewerbeobjekte";"indexierbar";"Reinigung für Gewerbeobjekte & Logistik | AHAD Cleaning";"Professionelle Reinigung für Gewerbeimmobilien, Logistik- und Handelsflächen: wirtschaftlich, zuverlässig, mit Objektbetreuung aus einer Hand.";"Gewerbeflächen sauber und verkehrssicher betreiben";"244";"27";"Answer, BreadcrumbList, BusinessAudience, FAQPage, ListItem, Organization, Question, Service";"Branchenloesung B2B";"Besichtigung anfragen";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/branchen/hotellerie-objektbetrieb";"Branchendetail";"200";"https://www.ahad-cleaning.de/branchen/hotellerie-objektbetrieb";"200 https://www.ahad-cleaning.de/branchen/hotellerie-objektbetrieb";"https://ahad-cleaning.de/branchen/hotellerie-objektbetrieb";"indexierbar";"Reinigung für Hotellerie & Objektbetrieb | AHAD Cleaning";"Professionelle Reinigung für Hotels, Kur- und Freizeitbetriebe: Housekeeping-Support, öffentliche Bereiche, Wellness. Konstante Qualität, flexible Kapazität.";"Sauberkeit, die Ihre Gäste spüren — und bewerten";"248";"27";"Answer, BreadcrumbList, BusinessAudience, FAQPage, ListItem, Organization, Question, Service";"Branchenloesung B2B";"Besichtigung anfragen";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/ahad-system";"Unternehmensseite";"200";"https://www.ahad-cleaning.de/ahad-system";"200 https://www.ahad-cleaning.de/ahad-system";"https://ahad-cleaning.de/ahad-system";"indexierbar";"Das AHAD System: Qualität mit Methode | AHAD Cleaning";"Analyse, Handling, Audit, Dokumentation: Das AHAD System ersetzt Zufall durch messbare Reinigungsqualität — mit festen Teams und lückenlosen Nachweisen.";"Vier Buchstaben. Null Zufall.";"403";"27";"BreadcrumbList, ListItem";"Marke/Navigation/Vertrauen";"Besichtigung oder Kontakt";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/unternehmen";"Unternehmensseite";"200";"https://www.ahad-cleaning.de/unternehmen";"200 https://www.ahad-cleaning.de/unternehmen";"https://ahad-cleaning.de/unternehmen";"indexierbar";"Über AHAD Cleaning: Das Unternehmen | AHAD Cleaning";"AHAD Cleaning ist Ihr inhabergeführter Partner für systematische Gebäudereinigung in Süddeutschland — mit 80+ Mitarbeitenden und Referenzen von Allianz bis GOLDBECK.";"Wir sind die, die Wort halten.";"296";"28";"BreadcrumbList, ListItem";"Marke/Navigation/Vertrauen";"Besichtigung oder Kontakt";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/standorte";"Standortuebersicht";"200";"https://www.ahad-cleaning.de/standorte";"200 https://www.ahad-cleaning.de/standorte";"https://ahad-cleaning.de/standorte";"indexierbar";"Standorte & Einsatzgebiete in Süddeutschland | AHAD Cleaning";"AHAD Cleaning ist mit Standorten in Villingen-Schwenningen, Stuttgart und Konstanz in ganz Süddeutschland für Sie im Einsatz — mit schnellen Reaktionszeiten.";"Nah genug für 24h-Reaktionszeit.";"201";"27";"BreadcrumbList, ListItem";"Marke/Navigation/Vertrauen";"Besichtigung oder Kontakt";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/standorte/villingen-schwenningen";"Standortseite";"200";"https://www.ahad-cleaning.de/standorte/villingen-schwenningen";"200 https://www.ahad-cleaning.de/standorte/villingen-schwenningen";"https://ahad-cleaning.de/standorte/villingen-schwenningen";"indexierbar";"Gebäudereinigung Villingen-Schwenningen | AHAD Cleaning";"Gebäudereinigung in Villingen-Schwenningen: Unterhalts-, Glas-, Industrie-, Bau- und Sonderreinigung sowie Winterdienst — ab unserer Zentrale für die Region Schwarzwald-Baar. Feste Objektleitung, dokumentierte Qualität, Besichtigung in 48h.";"Gebäudereinigung in Villingen-Schwenningen";"628";"27";"Answer, BreadcrumbList, City, FAQPage, GeoCoordinates, ListItem, LocalBusiness, OpeningHoursSpecification, PostalAddress, Question";"Lokale Dienstleistersuche";"Besichtigung oder Anruf";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/standorte/stuttgart";"Standortseite";"200";"https://www.ahad-cleaning.de/standorte/stuttgart";"200 https://www.ahad-cleaning.de/standorte/stuttgart";"https://ahad-cleaning.de/standorte/stuttgart";"indexierbar";"Gebäudereinigung Stuttgart | AHAD Cleaning";"Gebäudereinigung in Stuttgart: Unterhalts-, Industrie-, Glas-, Bau- und Sonderreinigung für Industrie, Gewerbe und Verwaltung im Großraum Stuttgart. Feste Objektleitung, dokumentierte Qualität, Besichtigung in 48h.";"Gebäudereinigung in Stuttgart";"521";"27";"Answer, BreadcrumbList, City, FAQPage, GeoCoordinates, ListItem, LocalBusiness, OpeningHoursSpecification, PostalAddress, Question";"Lokale Dienstleistersuche";"Besichtigung oder Anruf";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/standorte/konstanz";"Standortseite";"200";"https://www.ahad-cleaning.de/standorte/konstanz";"200 https://www.ahad-cleaning.de/standorte/konstanz";"https://ahad-cleaning.de/standorte/konstanz";"indexierbar";"Gebäudereinigung Konstanz | AHAD Cleaning";"Gebäudereinigung in Konstanz und am Bodensee: Unterhalts-, Glas-, Industrie-, Bau- und Sonderreinigung sowie Winterdienst. Feste Objektleitung, umweltschonende Verfahren, Besichtigung in 48h.";"Gebäudereinigung in Konstanz";"628";"27";"AggregateRating, Answer, BreadcrumbList, City, FAQPage, GeoCoordinates, ListItem, LocalBusiness, OpeningHoursSpecification, Person, PostalAddress, Question, Rating, Review";"Lokale Dienstleistersuche";"Besichtigung oder Anruf";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/referenzen";"Unternehmensseite";"200";"https://www.ahad-cleaning.de/referenzen";"200 https://www.ahad-cleaning.de/referenzen";"https://ahad-cleaning.de/referenzen";"indexierbar";"Referenzen: Auftraggeber, die uns vertrauen | AHAD Cleaning";"Konzerne, Mittelstand und öffentliche Hand in Süddeutschland setzen auf die Gebäudereinigung von AHAD Cleaning — mit fester Objektleitung und dokumentierter Qualität.";"Vertrauen wird verdient. Täglich.";"407";"27";"AggregateRating, BreadcrumbList, ListItem, Organization, Person, Rating, Review";"Marke/Navigation/Vertrauen";"Besichtigung oder Kontakt";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/karriere";"Karriere";"200";"https://www.ahad-cleaning.de/karriere";"200 https://www.ahad-cleaning.de/karriere";"https://ahad-cleaning.de/karriere";"indexierbar";"Karriere & Jobs in der Gebäudereinigung | AHAD Cleaning";"Jobs bei AHAD Cleaning: faire Bezahlung, planbare Arbeitszeiten, feste Teams. Jetzt in 2 Minuten bewerben — Reinigungskraft, Vorarbeiter, Objektleitung.";"Arbeit, die gesehen wird. Bei uns.";"308";"28";"BreadcrumbList, ListItem";"Arbeitgeber/Jobs";"Bewerbung starten";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/fachwissen";"Fachwissen-Hub";"200";"https://www.ahad-cleaning.de/fachwissen";"200 https://www.ahad-cleaning.de/fachwissen";"https://ahad-cleaning.de/fachwissen";"indexierbar";"Fachwissen Gebäudereinigung: Leitfäden für Entscheider | AHAD Cleaning";"Praxisnahe Leitfäden rund um Gebäudereinigung: Reinigungsintervalle, ISO-Zertifizierung, Industriereinigung und Anbieterwechsel — von den Experten von AHAD.";"Wissen, das saubere Entscheidungen schafft.";"340";"35";"BreadcrumbList, ListItem";"Marke/Navigation/Vertrauen";"Besichtigung oder Kontakt";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/fachwissen/unterhaltsreinigung-unternehmen-reinigungsintervalle";"Fachartikel";"200";"https://www.ahad-cleaning.de/fachwissen/unterhaltsreinigung-unternehmen-reinigungsintervalle";"200 https://www.ahad-cleaning.de/fachwissen/unterhaltsreinigung-unternehmen-reinigungsintervalle";"https://ahad-cleaning.de/fachwissen/unterhaltsreinigung-unternehmen-reinigungsintervalle";"indexierbar";"Reinigungsintervalle im Büro: Wie oft putzen? | AHAD";"Wie oft sollte ein Büro gereinigt werden? Unser Leitfaden zu Reinigungsintervallen hilft Ihnen, die optimale Taktung für Ihr Unternehmen zu finden.";"Reinigungsintervalle in Unternehmen: Ein Leitfaden";"948";"27";"Answer, Article, FAQPage, ImageObject, Organization, Question, WebPage";"Informationsintention/Fachkompetenz";"Weiterfuehrende Anfrage";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/fachwissen/iso-9001-iso-14001-gebaeudereinigung-unternehmen";"Fachartikel";"200";"https://www.ahad-cleaning.de/fachwissen/iso-9001-iso-14001-gebaeudereinigung-unternehmen";"200 https://www.ahad-cleaning.de/fachwissen/iso-9001-iso-14001-gebaeudereinigung-unternehmen";"https://ahad-cleaning.de/fachwissen/iso-9001-iso-14001-gebaeudereinigung-unternehmen";"indexierbar";"ISO 9001 & 14001 in der Gebäudereinigung | Fachwissen | AHAD";"Erfahren Sie, warum ISO-Zertifizierungen (9001 & 14001) in der Gebäudereinigung für Qualität und Umweltschutz stehen. Wir setzen auf zertifizierte Prozesse.";"ISO 9001 & 14001 in der Gebäudereinigung";"1102";"27";"Answer, Article, FAQPage, ImageObject, Organization, Question, WebPage";"Informationsintention/Fachkompetenz";"Weiterfuehrende Anfrage";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/fachwissen/industrie-produktionsreinigung-ohne-prozessstoerung";"Fachartikel";"200";"https://www.ahad-cleaning.de/fachwissen/industrie-produktionsreinigung-ohne-prozessstoerung";"200 https://www.ahad-cleaning.de/fachwissen/industrie-produktionsreinigung-ohne-prozessstoerung";"https://ahad-cleaning.de/fachwissen/industrie-produktionsreinigung-ohne-prozessstoerung";"indexierbar";"Industriereinigung ohne Stillstand | Fachwissen | AHAD";"Wie integriert man Industriereinigung in laufende Prozesse? Erfahren Sie mehr über unsere Strategien zur Vermeidung von Stillstandzeiten in der Produktion.";"Industriereinigung ohne Prozessstörung";"890";"27";"Answer, Article, FAQPage, ImageObject, Organization, Question, WebPage";"Informationsintention/Fachkompetenz";"Weiterfuehrende Anfrage";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/fachwissen/reinigungsfirma-wechseln-checkliste-tipps";"Fachartikel";"200";"https://www.ahad-cleaning.de/fachwissen/reinigungsfirma-wechseln-checkliste-tipps";"200 https://www.ahad-cleaning.de/fachwissen/reinigungsfirma-wechseln-checkliste-tipps";"https://ahad-cleaning.de/fachwissen/reinigungsfirma-wechseln-checkliste-tipps";"indexierbar";"Reinigungsfirma wechseln: Checkliste für Unternehmen | AHAD";"Planen Sie den Wechsel Ihrer Reinigungsfirma? Unsere Checkliste zeigt Ihnen, worauf Sie bei Kündigung, Ausschreibung und Übergabe achten müssen.";"Reinigungsfirma wechseln: So gelingt der Übergang";"1275";"27";"Answer, Article, FAQPage, ImageObject, Organization, Question, WebPage";"Informationsintention/Fachkompetenz";"Weiterfuehrende Anfrage";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/fachwissen/leistungsverzeichnis-gebaeudereinigung-erstellen";"Fachartikel";"200";"https://www.ahad-cleaning.de/fachwissen/leistungsverzeichnis-gebaeudereinigung-erstellen";"200 https://www.ahad-cleaning.de/fachwissen/leistungsverzeichnis-gebaeudereinigung-erstellen";"https://ahad-cleaning.de/fachwissen/leistungsverzeichnis-gebaeudereinigung-erstellen";"indexierbar";"Leistungsverzeichnis Gebäudereinigung erstellen: Anleitung | AHAD";"Wie erstellt man ein Leistungsverzeichnis (LV) für die Gebäudereinigung? Aufbau, Bestandteile, verrichtungs- vs. ergebnisorientiert und eine Schritt-für-Schritt-Anleitung für vergleichbare Angebote.";"Das Leistungsverzeichnis: So machen Sie Reinigungsangebote vergleichbar";"832";"28";"Answer, Article, FAQPage, ImageObject, Organization, Question, WebPage";"Informationsintention/Fachkompetenz";"Weiterfuehrende Anfrage";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/fachwissen/kuechenabluftreinigung-vdi-2052-pflicht-ablauf-nachweis";"Fachartikel";"200";"https://www.ahad-cleaning.de/fachwissen/kuechenabluftreinigung-vdi-2052-pflicht-ablauf-nachweis";"200 https://www.ahad-cleaning.de/fachwissen/kuechenabluftreinigung-vdi-2052-pflicht-ablauf-nachweis";"https://ahad-cleaning.de/fachwissen/kuechenabluftreinigung-vdi-2052-pflicht-ablauf-nachweis";"indexierbar";"Küchenabluftreinigung nach VDI 2052: Pflicht & Intervalle | AHAD";"Was schreibt die VDI 2052 für Küchenlüftungsanlagen vor? Reinigungsintervalle nach Betriebsstunden, Brandschutz, Versicherungsschutz, Ablauf und Nachweispflicht — der Leitfaden für Betreiber.";"Küchenabluftreinigung nach VDI 2052: Pflicht, Intervalle & Nachweis";"703";"28";"Answer, Article, FAQPage, ImageObject, Organization, Question, WebPage";"Informationsintention/Fachkompetenz";"Weiterfuehrende Anfrage";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/fachwissen/was-kostet-gebaeudereinigung-stundensatz-preise";"Fachartikel";"200";"https://www.ahad-cleaning.de/fachwissen/was-kostet-gebaeudereinigung-stundensatz-preise";"200 https://www.ahad-cleaning.de/fachwissen/was-kostet-gebaeudereinigung-stundensatz-preise";"https://ahad-cleaning.de/fachwissen/was-kostet-gebaeudereinigung-stundensatz-preise";"indexierbar";"Was kostet Gebäudereinigung? Stundensatz & m²-Preise | AHAD";"Gebäudereinigung Kosten transparent erklärt: Stundensatz ab 34 €, Leistungswerte je Flächenart, daraus abgeleitete m²-Preise und Monatsbeispiele — plus Warnzeichen für Billigangebote.";"Was kostet Gebäudereinigung? Stundensatz, m²-Preise & Beispiele";"855";"29";"Answer, Article, FAQPage, ImageObject, Organization, Question, WebPage";"Informationsintention/Fachkompetenz";"Weiterfuehrende Anfrage";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/fachwissen/checkliste-reinigungsangebot";"Fachartikel";"200";"https://www.ahad-cleaning.de/fachwissen/checkliste-reinigungsangebot";"200 https://www.ahad-cleaning.de/fachwissen/checkliste-reinigungsangebot";"https://ahad-cleaning.de/fachwissen/checkliste-reinigungsangebot";"indexierbar";"Checkliste: Reinigungsangebot einholen & vergleichen | AHAD";"Kostenlose Checkliste für Objektverantwortliche: Welche Daten Sie bereitlegen, wie Sie Angebote vergleichbar machen und woran Sie seriöse Reinigungsanbieter erkennen — druckbar / als PDF.";"Die Angebots-Checkliste für Objektverantwortliche";"334";"29";"Article, BreadcrumbList, ImageObject, ListItem, Organization, WebPage";"Informationsintention/Fachkompetenz";"Weiterfuehrende Anfrage";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/kontakt";"Unternehmensseite";"200";"https://www.ahad-cleaning.de/kontakt";"200 https://www.ahad-cleaning.de/kontakt";"https://ahad-cleaning.de/kontakt";"indexierbar";"Kontakt: Angebot & Beratung | AHAD Cleaning";"Kontaktieren Sie AHAD Cleaning für ein unverbindliches Angebot oder eine Objektbesichtigung. Antwort innerhalb von 24 Stunden garantiert.";"Sprechen wir über Ihr Objekt.";"159";"27";"BreadcrumbList, ListItem";"Marke/Navigation/Vertrauen";"Besichtigung oder Kontakt";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/impressum";"Rechtliches";"200";"https://www.ahad-cleaning.de/impressum";"200 https://www.ahad-cleaning.de/impressum";"https://ahad-cleaning.de/impressum";"indexierbar";"Impressum - AHAD Cleaning";"Rechtliche Informationen und Impressum der AHAD Cleaning Gebäudedienstleistungen GmbH.";"Impressum";"67";"27";"BreadcrumbList, ListItem";"Rechtliche Transparenz";"Vertrauen";"";"Canonical zeigt auf redirectenden Apex-Host"
"https://www.ahad-cleaning.de/datenschutz";"Rechtliches";"200";"https://www.ahad-cleaning.de/datenschutz";"200 https://www.ahad-cleaning.de/datenschutz";"https://ahad-cleaning.de/datenschutz";"indexierbar";"Datenschutzerklärung - AHAD Cleaning";"Informationen zum Datenschutz und zum Umgang mit Ihren Daten bei AHAD Cleaning.";"Datenschutzerklärung";"748";"27";"BreadcrumbList, ListItem";"Rechtliche Transparenz";"Vertrauen";"";"Canonical zeigt auf redirectenden Apex-Host"
